Web link,URN,Linked Education URN,Provision type,Registration date,Registration status,Name,Address 1,Address 2,Town,County,Postcode,Ofsted region,Government Office Region,Local authority,Parliamentary constituency,Sector,Places,Short-break-only children's home,Organisation which owns the provider,Inspection event type,Inspection date,Inspection publication date,Inspection event number,Inspection overall experiences and progress of children and young people,Inspection outcomes in education and related learning activities,Inspection health services,Inspection how well children and young people are helped and protected,Inspection the effectiveness of leaders and managers,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC025712,,Children's home,01/12/1997,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,North West,Stockport,Denton and Reddish,Voluntary,2.00,0,The Together Trust,Full inspection,06/07/2021,05/08/2021,10186533,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC025713,,Children's home,15/02/1999,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,North West,Stockport,Cheadle,Voluntary,3.00,0,The Together Trust,Full inspection,15/03/2022,27/04/2022,10185548,Outstanding,,,Outstanding,Outstanding,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC025714,,Children's home,20/05/1999,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,North West,Stockport,Stockport,Voluntary,5.00,0,The Together Trust,Full inspection,08/03/2022,19/04/2022,10185521,Good,,,Good,Outstanding,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC025715,,Children's home,24/02/2000,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,North West,Stockport,Cheadle,Voluntary,3.00,0,The Together Trust,Full inspection,05/10/2021,08/11/2021,10186700,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC025718,,Children's home,16/11/1995,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,East of England,Norfolk,North Norfolk,Voluntary,4.00,0,Break,Full inspection,05/05/2021,28/05/2021,10185317,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC025733,,Children's home,19/06/1973,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,East of England,Cambridgeshire,South East Cambridgeshire,Voluntary,17.00,0,Friends Therapeutic Community Trust,Full inspection,26/04/2021,19/05/2021,10185838,Requires improvement to be good,,,Requires improvement to be good,Requires improvement to be good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC025740,,Children's home,23/10/1997,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,North West,Stockport,Hazel Grove,Voluntary,6.00,0,The Together Trust,Full inspection,08/03/2022,20/04/2022,10186245,Good,,,Good,Requires improvement to be good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC025744,,Children's home,19/04/1994,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,North West,Stockport,Stockport,Voluntary,6.00,0,The Together Trust,Full inspection,02/03/2022,20/04/2022,10186220,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC025745,,Children's home,30/03/1995,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,North West,Stockport,Cheadle,Voluntary,5.00,Short-break-only children's home,The Together Trust,Full inspection,08/12/2021,25/01/2022,10186403,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC025747,,Children's home,25/02/1994,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,North West,Stockport,Stockport,Voluntary,3.00,0,The Together Trust,Full inspection,12/01/2022,10/02/2022,10187447,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC025812,,Children's home,06/06/1996,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,London,London,Croydon,Croydon North,Private,4.00,0,McRae Residential Care Services Limited,Full inspection,10/11/2021,18/01/2022,10186467,Good,,,Requires improvement to be good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC025940,,Children's home,13/11/1992,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,London,London,Redbridge,Ilford South,Voluntary,6.00,0,Barnardo's,Full inspection,18/01/2022,15/03/2022,10185204,Good,,,Good,Requires improvement to be good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC026910,,Residential special school (registered as a children's home),19/02/2002,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South West,South West,Dorset,North Dorset,Private,68.00,0,Cambian Autism Services Ltd,Full inspection,01/03/2022,05/04/2022,10187207,Requires improvement to be good,,,Requires improvement to be good,Requires improvement to be good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC027138,102464,Residential Special School,19/02/2002,Active,Pield Heath School,Pield Heath House RC School,Pield Heath Road  ,UXBRIDGE,Middlesex,UB8 3NW,London,London,Hillingdon,Uxbridge and South Ruislip,Private,22.00,0,Pield Heath School,Full inspection,16/11/2021,17/01/2022,10183510,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC028174,,Children's home,24/04/2002,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East Midlands,East Midlands,Lincolnshire,South Holland and The Deepings,Private,4.00,0,Keys Direct Care Limited,Full inspection,07/09/2021,08/10/2021,10185572,Good,,,Requires improvement to be good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC028460,,Children's home,30/04/2002,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,London,London,Haringey,Tottenham,Private,4.00,0,,Full inspection,04/05/2021,04/06/2021,10187639,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC028505,,Children's home,30/04/2002,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,South East,Surrey,Guildford,Private,4.00,0,Bramley Care Limited,Full inspection,14/07/2021,01/09/2021,10185722,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC028526,,Children's home,01/05/2002,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,South East,East Sussex,Bexhill and Battle,Private,2.00,0,Anderida Adolescent Care Ltd,Full inspection,07/09/2021,18/10/2021,10185675,Outstanding,,,Outstanding,Outstanding,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC028536,,Children's home,01/05/2002,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,South East,East Sussex,Hastings and Rye,Private,2.00,0,Anderida Adolescent Care Ltd,Full inspection,20/01/2022,01/03/2022,10186401,Outstanding,,,Outstanding,Outstanding,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC028598,,Children's home,01/05/2002,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,London,London,Waltham Forest,Walthamstow,Private,5.00,0,Ja Nailah Limited,Monitoring inspection,08/03/2022,25/04/2022,10226749,,,,,,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC028599,,Children's home,01/05/2002,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,East of England,Luton,Luton North,Private,7.00,0,Children and Family Services Limited,Full inspection,08/06/2021,12/07/2021,10187630,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC028868,,Children's home,09/05/2002,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South West,South West,Gloucestershire,Forest of Dean,Private,4.00,0,Step-a-Side Company Limited,Full inspection,03/08/2021,08/09/2021,10186043,Good,,,Good,Requires improvement to be good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC028905,,Children's home,03/07/2003,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,West Midlands,Staffordshire,Tamworth,Local Authority,5.00,0,Staffordshire County Council,Full inspection,15/02/2022,31/03/2022,10187120,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC029504,,Children's home,13/02/2003,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East Midlands,East Midlands,Nottingham,Nottingham East,Private,4.00,0,Pathway Care Solutions Ltd 04004053,Full inspection,10/08/2021,23/09/2021,10186945,Good,,,Requires improvement to be good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC029560,,Children's home,22/05/2002,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,East of England,Southend on Sea,Rochford and Southend East,Private,6.00,0,Kites Children Services Limited,Full inspection,12/05/2021,14/06/2021,10186180,Requires improvement to be good,,,Requires improvement to be good,Requires improvement to be good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC029560,,Children's home,22/05/2002,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,East of England,Southend on Sea,Rochford and Southend East,Private,6.00,0,Kites Children Services Limited,Interim inspection,09/03/2022,14/04/2022,10205250,Sustained effectiveness,,,,,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC029865,,Children's home,30/12/2002,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,South East,West Sussex,Mid Sussex,Private,4.00,0,My Choice Children's Homes ltd,Full inspection,12/01/2022,25/02/2022,10186146,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC029950,,Children's home,07/05/2004,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South West,South West,Somerset,Somerton and Frome,Local Authority,6.00,Short-break-only children's home,Somerset County Council,Full inspection,20/04/2021,27/05/2021,10187192,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC030367,,Residential special school (registered as a children's home),01/10/2003,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South West,South West,Gloucestershire,The Cotswolds,Voluntary,42.00,0,Cotswold Chine School,Full inspection,03/11/2021,01/12/2021,10185526,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC030439,,Children's home,07/05/2004,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South West,South West,Somerset,Taunton Deane,Local Authority,6.00,0,Somerset County Council,Full inspection,07/07/2021,06/08/2021,10185240,Requires improvement to be good,,,Requires improvement to be good,Inadequate,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC030650,,Children's home,20/12/2002,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South West,South West,Gloucestershire,Forest of Dean,Private,5.00,0,Step-a-Side Company Limited,Full inspection,16/02/2022,01/04/2022,10187339,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC030677,,Children's home,11/11/2004,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,South East,West Berkshire,Newbury,Local Authority,6.00,Short-break-only children's home,West Berkshire Council,Full inspection,18/05/2021,05/08/2021,10185416,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC030713,,Children's home,13/05/2004,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,South East,Wokingham,Reading East,Local Authority,5.00,Short-break-only children's home,Wokingham Borough Council,Full inspection,30/06/2021,03/09/2021,10185332,Outstanding,,,Outstanding,Outstanding,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC030797,,Children's home,01/10/2002,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,South East,Kent,Folkestone and Hythe,Private,9.00,0,Ethelbert Specialist Homes Limited,Full inspection,28/07/2021,03/09/2021,10186798,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC030967,,Children's home,17/03/2003,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,"North East, Yorkshire and the Humber",North East,Hartlepool,Hartlepool,Local Authority,8.00,0,Hartlepool Borough Council,Full inspection,08/06/2021,21/07/2021,10185685,Outstanding,,,Good,Outstanding,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC031220,,Children's home,24/09/2002,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,"North East, Yorkshire and the Humber",Yorkshire and The Humber,Calderdale,Calder Valley,Private,6.00,0,Compass Childrens Homes Limited,Full inspection,14/02/2022,01/04/2022,10187163,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC031479,,Children's home,28/03/2003,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,London,London,Southwark,Bermondsey and Old Southwark,Local Authority,5.00,Short-break-only children's home,London Borough of Southwark,Full inspection,14/07/2021,22/10/2021,10186628,Good,,,Requires improvement to be good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC031490,,Secure children's home,11/08/2003,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,South East,East Sussex,Wealden,Local Authority,7.00,0,East Sussex County Council,Interim inspection,03/08/2021,02/09/2021,10165459,Sustained effectiveness,,,,,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC031490,,Secure children's home,11/08/2003,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,South East,East Sussex,Wealden,Local Authority,7.00,0,East Sussex County Council,Full inspection,14/12/2021,21/01/2022,10165457,Good,Good,Good,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC031504,,Children's home,17/04/2003,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South West,South West,Bristol,Bristol South,Local Authority,6.00,Short-break-only children's home,Bristol City Council,Full inspection,18/05/2021,22/06/2021,10185386,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC031698,,Children's home,31/07/2003,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,South East,East Sussex,Bexhill and Battle,Local Authority,8.00,0,East Sussex County Council,Full inspection,16/09/2021,03/11/2021,10185069,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC032058,,Children's home,14/08/2003,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,South East,Buckinghamshire,Aylesbury,Local Authority,6.00,0,Buckinghamshire County Council,Full inspection,27/04/2021,15/06/2021,10187343,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC032069,,Children's home,01/08/2002,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East Midlands,East Midlands,Leicestershire,Charnwood,Voluntary,8.00,Short-break-only children's home,Praxis Care,Full inspection,08/06/2021,30/06/2021,10187257,Good,,,Good,Requires improvement to be good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC032083,,Children's home,27/06/2002,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,North West,Cheshire West and Chester,Tatton,Private,3.00,0,Castle Homes Care Limited,Full inspection,22/04/2021,04/06/2021,10187653,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC032163,,Children's home,18/07/2003,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South West,South West,Dorset,South Dorset,Local Authority,9.00,0,Dorset Council,Full inspection,27/04/2021,03/06/2021,10187161,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC032315,,Children's home,05/08/2003,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,South East,Brighton and Hove,"Brighton, Pavilion",Local Authority,5.00,0,Brighton & Hove City Council,Full inspection,04/08/2021,17/09/2021,10187428,Outstanding,,,Outstanding,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC032439,,Children's home,19/02/2004,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South West,South West,Wiltshire,Devizes,Local Authority,7.00,Short-break-only children's home,Wiltshire Council,Full inspection,22/02/2022,05/04/2022,10185403,Inadequate,,,Inadequate,Inadequate,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC032468,,Children's home,06/11/2003,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,London,London,Waltham Forest,Leyton and Wanstead,Private,4.00,0,Adeza Care Homes Limited,Full inspection,15/06/2021,26/07/2021,10185078,Good,,,Good,Requires improvement to be good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC032475,,Children's home,09/12/2003,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,North West,Trafford,Stretford and Urmston,Local Authority,5.00,0,Trafford Borough Council,Full inspection,12/10/2021,11/11/2021,10186602,Good,,,Good,Requires improvement to be good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC032496,,Children's home,05/02/2004,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,North West,Trafford,Stretford and Urmston,Local Authority,6.00,0,Trafford Borough Council,Interim inspection,20/01/2022,18/02/2022,10209606,Improved effectiveness,,,,,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC032496,,Children's home,05/02/2004,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,North West,Trafford,Stretford and Urmston,Local Authority,6.00,0,Trafford Borough Council,Full inspection,27/07/2021,01/09/2021,10186155,Requires improvement to be good,,,Requires improvement to be good,Requires improvement to be good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC032502,,Children's home,17/11/2003,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,London,London,Hillingdon,Hayes and Harlington,Local Authority,13.00,0,The London Borough of Hillingdon,Full inspection,12/01/2022,11/02/2022,10185448,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC032565,,Children's home,16/06/2003,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,West Midlands,Stoke-on-Trent,Stoke-on-Trent South,Local Authority,6.00,Short-break-only children's home,Stoke On Trent City Council,Full inspection,11/08/2021,17/09/2021,10187585,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC032600,,Children's home,01/08/2003,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,London,London,Hounslow,Feltham and Heston,Local Authority,6.00,0,London Borough of Hounslow,Full inspection,01/12/2021,25/01/2022,10187498,Outstanding,,,Outstanding,Outstanding,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC032697,,Children's home,23/06/2003,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,"North East, Yorkshire and the Humber",North East,South Tyneside,Jarrow,Local Authority,6.00,0,South Tyneside Council,Full inspection,09/12/2021,27/01/2022,10185957,Outstanding,,,Good,Outstanding,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC032701,,Children's home,11/06/2003,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,"North East, Yorkshire and the Humber",North East,South Tyneside,South Shields,Local Authority,5.00,0,South Tyneside Council,Interim inspection,17/02/2022,12/04/2022,10214433,Improved effectiveness,,,,,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC032701,,Children's home,11/06/2003,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,"North East, Yorkshire and the Humber",North East,South Tyneside,South Shields,Local Authority,5.00,0,South Tyneside Council,Full inspection,09/11/2021,14/12/2021,10187529,Requires improvement to be good,,,Requires improvement to be good,Requires improvement to be good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC032760,,Independent Fostering Agency,18/10/2002,Active,Capstone Foster Care (South West),Unit 5,"Scott Law House ,Lynch Road Business Park,,Lynch Road",BERKELEY,Gloucestershire,GL13 9TA,South West,South West,Gloucestershire,Stroud,Private,,0,Capstone Foster Care (South West) Limited,Full inspection,21/02/2022,21/04/2022,10183418,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC032838,,Residential special school (registered as a children's home),25/02/2004,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,North West,Cumbria,Westmorland and Lonsdale,Private,8.00,0,Appletree Treatment Centre Limited,Full inspection,03/08/2021,14/09/2021,10185727,Outstanding,,,Outstanding,Outstanding,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC033016,131016,Residential Special School,10/07/2002,Active,Newbury Manor School,Newbury,Near Mells  ,Frome,Somerset,BA11 3RG,South West,South West,Somerset,Somerton and Frome,Private,8.00,0,Aspris Children's Services Limited,Full inspection,02/11/2021,08/12/2021,10183573,Requires improvement to be good,,,Requires improvement to be good,Requires improvement to be good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC033056,,Children's home,31/03/2003,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,West Midlands,Coventry,Coventry North East,Local Authority,4.00,Short-break-only children's home,Coventry City Council,Full inspection,25/05/2021,24/06/2021,10187670,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC033089,123920,Residential Special School,11/07/2002,Active,The Marchant-Holliday School,Marchant Holliday School,North Cheriton  ,TEMPLECOMBE,Somerset,BA8 0AH,South West,South West,Somerset,Somerton and Frome,Voluntary,23.00,0,,Full inspection,18/10/2021,24/11/2021,10183579,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC033120,,Children's home,08/01/2004,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,East of England,Luton,Luton South,Local Authority,5.00,Short-break-only children's home,Luton Borough Council,Full inspection,13/04/2021,19/05/2021,10186275,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC033127,,Children's home,20/01/2004,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,"North East, Yorkshire and the Humber",Yorkshire and The Humber,North East Lincolnshire,Great Grimsby,Local Authority,11.00,Short-break-only children's home,North East Lincolnshire Council,Full inspection,14/07/2021,02/09/2021,10185544,Good,,,Good,Requires improvement to be good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC033152,,Children's home,18/05/2004,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,"North East, Yorkshire and the Humber",Yorkshire and The Humber,North Lincolnshire,Scunthorpe,Local Authority,6.00,Short-break-only children's home,North Lincolnshire Council,Full inspection,11/10/2021,05/11/2021,10187176,Outstanding,,,Outstanding,Outstanding,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC033174,,Children's home,05/12/2003,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,South East,Hampshire,North East Hampshire,Local Authority,5.00,0,Hampshire County Council,Full inspection,26/04/2021,24/06/2021,10187280,Good,,,Good,Requires improvement to be good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC033268,,Residential special school (registered as a children's home),05/02/2004,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,North West,Cumbria,Westmorland and Lonsdale,Private,12.00,0,Appletree Treatment Centre Limited,Full inspection,20/04/2021,03/06/2021,10185129,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC033326,,Children's home,07/10/2003,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,"North East, Yorkshire and the Humber",Yorkshire and The Humber,Kirklees,Colne Valley,Local Authority,4.00,0,Kirklees Council,Full inspection,13/09/2021,22/10/2021,10187604,Requires improvement to be good,,,Requires improvement to be good,Requires improvement to be good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC033326,,Children's home,07/10/2003,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,"North East, Yorkshire and the Humber",Yorkshire and The Humber,Kirklees,Colne Valley,Local Authority,4.00,0,Kirklees Council,Interim inspection,06/01/2022,08/02/2022,10210781,Declined effectiveness,,,,,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC033326,,Children's home,07/10/2003,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,"North East, Yorkshire and the Humber",Yorkshire and The Humber,Kirklees,Colne Valley,Local Authority,4.00,0,Kirklees Council,Monitoring inspection,22/02/2022,08/04/2022,10219400,,,,,,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC033362,,Secure children's home,09/06/2003,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,East of England,Peterborough,North West Cambridgeshire,Local Authority,16.00,0,Peterborough City & Cambridgeshire County Councils,Full inspection,13/10/2021,14/12/2021,10165436,Requires improvement to be good,Requires improvement to be good,Requires improvement to be good,Requires improvement to be good,Requires improvement to be good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC033362,,Secure children's home,09/06/2003,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,East of England,Peterborough,North West Cambridgeshire,Local Authority,16.00,0,Peterborough City & Cambridgeshire County Councils,Interim inspection,10/03/2022,04/04/2022,10165437,Declined effectiveness,,,,,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC033367,,Children's home,07/10/2003,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,"North East, Yorkshire and the Humber",Yorkshire and The Humber,Kirklees,Batley and Spen,Local Authority,4.00,0,Kirklees Council,Full inspection,28/09/2021,01/11/2021,10185943,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,SC033370,,Children's home,17/07/2003,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,"North East, Yorkshire and the Humber",Yorkshire and The Humber,Leeds,Leeds West,Local Authority,5.00,0,Leeds City Council,Full inspection,15/06/2021,21/07/2021,10187014,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
